Position X [m],Position Y [m],Position Z [m],Diameter [m]
-3.83710086,-4.59281957,7.523925807,0.774212182
-4.737339375,-3.850356807,5.795934942,0.714174926
-4.93415253,-3.839124676,6.519957528,0.834254622
-4.507047497,-4.283048548,7.601374128,0.710355639
-4.312059532,-4.269932138,5.503154684,0.669881761
-4.243703964,-4.264688049,6.268574672,0.909863234
-3.782634156,-3.951917435,5.679678877,0.67544806
-4.878351082,-4.385037865,10.01227064,0.532417417
-3.817692359,-4.947698026,9.052792119,0.724025071
-4.144216157,-4.494192088,9.661455263,0.940023243
-3.978093675,-4.640964224,10.44157395,0.698344886
-4.673940512,-4.12848871,8.323996902,0.814709604
-4.563113869,-4.214626988,10.5703588,0.786953628
-4.066513104,-4.374412576,8.666606582,0.703602612
-4.346686288,-3.887505671,9.119686099,0.754851103
-3.883242764,-3.83483392,8.24663663,0.715796709
-3.344353055,-4.574532612,6.34337273,0.692436039
-3.185034377,-4.976066231,7.698607561,0.771923482
-2.784962853,-4.733177738,6.809403279,0.810285926
-3.194166312,-3.871621963,6.013061876,0.756814778
-3.711276931,-4.29150987,6.857010684,0.717905104
-2.574465687,-3.882795378,5.723946743,0.642888129
-3.009533527,-3.920351139,6.870677819,0.89381808
-3.286596356,-4.667711737,10.42713205,0.718008459
-2.972898435,-4.615396993,8.400880526,0.908745825
-3.010690621,-4.983052516,9.82655835,0.782854617
-3.24715277,-3.898171503,8.433927653,0.63106674
-3.512047062,-4.017866866,10.73032081,0.83670944
-3.275912796,-3.950975308,9.645883111,0.63667208
-3.026730226,-4.11626021,8.959703793,0.605827928
-2.777930332,-4.371334,9.49358088,0.718741119
-2.579530529,-3.928531323,8.522516,0.727342367
-2.878609024,-4.052768495,10.2860733,0.74358511
-4.937683199,-3.40057914,8.061571132,0.853535831
-4.423986097,-3.283652365,6.793642115,0.749853134
-3.7702814,-3.562492107,6.451841996,0.858866215
-4.285920467,-3.024387707,6.089451559,0.788558483
-3.811175083,-2.732677723,5.611493847,0.690193355
-3.808048645,-2.589063134,6.394168088,0.673055351
-4.168852994,-3.52149813,10.68823771,0.845811427
-3.983449219,-3.658864017,9.732750857,0.783327103
-4.4287874,-3.10584477,9.155290421,0.732059658
-4.863878821,-3.021762197,10.00536272,0.600001216
-3.780522833,-2.985320747,9.564578598,0.689629853
-4.219327071,-2.555385261,8.30825811,0.654475391
-3.831684091,-2.753894902,10.18205146,0.657403708
-3.327980403,-3.547898395,5.375971235,0.712729633
-3.484834146,-3.321879188,7.143896598,0.755580783
-3.421811091,-3.381815476,8.154073924,0.606523335
-2.568071575,-3.179323865,5.958437087,0.863528192
-3.069090571,-3.613410527,7.649656572,0.722300291
-3.332273516,-2.999129339,6.087205997,0.765245557
-3.286785154,-2.902036548,7.716972534,0.762066126
-2.904932377,-2.919978067,6.652080155,0.703308821
-3.054609618,-2.792184848,5.391800174,0.83394438
-2.647948471,-3.1228233,7.815569282,0.633250058
-2.533028104,-2.5790891,7.562558428,0.624615371
-3.588730322,-3.726507786,9.05491005,0.81098175
-3.143002637,-3.265284135,10.21690839,0.780327082
-3.369720209,-3.298803693,10.93103375,0.725489259
-2.974586558,-3.437469428,8.80342948,0.674002409
-2.678187214,-3.125426943,9.563264007,0.819522977
-3.223442267,-2.823495053,9.095481454,0.783424377
-3.216543806,-2.605827382,9.836152672,0.791091919
-3.360721079,-2.615837924,10.66928866,0.768768489
-2.954764984,-2.864019054,8.384942179,0.770996988
-2.501619958,-2.805099978,8.926016904,0.672646642
-2.687217104,-2.981447169,10.79720722,0.825583518
-1.964357189,-4.528343512,1.488120148,0.780474305
-1.503287806,-4.821809469,2.344350065,0.586969018
-2.295184869,-4.27372097,0.817805169,0.792145133
-1.984388097,-3.750453192,1.333582327,0.842283785
-1.576395022,-3.844184019,2.381451988,0.56972307
-1.892250036,-4.757407804,3.286871652,0.696674824
-2.259929143,-4.528056809,3.801277725,0.673717141
-1.651866741,-4.707591699,4.811429169,0.826745033
-1.471941358,-4.669511385,3.963919293,0.954143882
-1.964893331,-4.239804557,2.485002104,0.583804369
-2.042488251,-4.166646678,4.849524162,0.548596144
-2.368854218,-3.906921815,4.139602602,0.794191182
-1.350190793,-4.330862303,2.886708898,0.932353437
-0.806259737,-4.707965024,0.953760784,0.624898016
-1.247388873,-4.38602072,0.373383795,0.702889979
-0.057882067,-4.977949618,2.353453578,0.703048646
-1.220664928,-4.171061901,1.334958806,0.947208285
-0.914936549,-4.04958135,2.164568199,0.861037552
-0.616155501,-4.0573503,0.732600352,0.805211842
-0.514331679,-4.175144257,1.579758059,0.598176479
-0.086308079,-3.830470772,1.224949686,0.741296351
-0.237170913,-3.787710982,1.92676348,0.627007782
-0.953817441,-4.910720834,5.101091891,0.806172907
-0.5682809,-4.579195909,2.699629005,0.803364813
-0.428618858,-4.87294831,4.569242141,0.73891449
-0.186813318,-4.611066875,4.06770942,0.541515589
-1.090945438,-3.918406465,4.124458096,0.819147468
-0.635032223,-3.843315771,4.764995113,0.818316162
-0.064459168,-4.283864095,3.045941332,0.581214786
-0.585694617,-3.867716197,3.019249579,0.781057596
-0.140216037,-3.85242001,4.184709831,0.737726748
-2.483119713,-3.485861932,0.393690473,0.801225841
-1.933068258,-3.462863508,1.987899443,0.63386327
-2.483084575,-3.142734902,1.183592275,0.733969748
-1.698085169,-3.165283199,0.397281408,0.818493426
-1.346065502,-3.416767363,1.558536158,0.685044467
-1.338430763,-3.296810614,2.223435302,0.708422303
-2.33503486,-2.551489312,1.530007866,0.700751364
-1.999498601,-2.799078721,2.130166432,0.767537355
-1.375314841,-2.812787913,1.124617936,0.839610636
-2.335433258,-3.149584507,2.703825273,0.742377877
-2.019782398,-3.230179741,4.930017897,0.693741143
-1.805424029,-3.629723148,2.969643741,0.793617904
-1.271659477,-3.283665715,2.847115818,0.532260478
-1.281586391,-3.242478981,3.458753707,0.611612856
-1.54104997,-3.513973537,4.538767322,0.685593545
-2.001222923,-2.515360758,2.827726688,0.755602837
-2.213732748,-3.041385393,3.980043537,0.690302432
-1.755250831,-3.005635562,3.190495612,0.569355547
-1.553775395,-2.694065905,5.086675644,0.767861009
-0.915517862,-3.283622028,0.696148937,0.729144096
-0.702778872,-3.305492519,1.868355035,0.79051578
-1.106222754,-2.595171157,0.400210445,0.832784474
-1.009350245,-2.662818097,1.74671654,0.68837142
-0.603298822,-2.91628094,1.233064956,0.743484139
-0.201569903,-3.068033789,2.34655819,0.701844037
-0.788151763,-3.224053808,3.118087809,0.610319674
-1.080354226,-3.18153009,4.181712771,0.679485857
-1.052402891,-3.227289531,4.94472471,0.734143615
-0.022127942,-3.379833351,2.936343549,0.71944195
-0.300942318,-3.171007636,3.586505529,0.784226418
-0.491919597,-3.1626615,4.576751211,0.653538048
-0.222492418,-3.362274856,5.155864448,0.703439415
-1.230657137,-2.722407469,3.064991589,0.702073753
-2.32448924,-4.599144929,6.340904849,0.577076256
-2.118165218,-4.507510836,5.402432726,0.769981265
-2.169183059,-4.396934674,7.629594126,0.565718174
-1.863764497,-4.970189556,6.670996198,0.826242447
-1.704627246,-4.454409353,6.072574225,0.84158808
-1.349883743,-4.945134485,7.944794393,0.682758331
-1.558603164,-4.61323178,7.245194817,0.684470534
-2.080436507,-3.782968213,5.330502768,0.641121089
-2.137617774,-4.163363466,6.917308134,0.946964502
-1.366748895,-4.335122919,5.392172454,0.700888336
-1.593672323,-3.81960642,5.737377656,0.654992223
-1.585694208,-4.237479367,7.811779112,0.709682703
-2.013668671,-4.848065182,8.329761819,0.875011146
-2.379551076,-4.481477974,8.914212063,0.728197932
-2.059524721,-4.377758391,9.531134829,0.733635724
-2.452897378,-4.595662883,10.07303712,0.715119541
-1.782796453,-4.78964221,9.063488693,0.659205019
-1.298646325,-4.955147569,8.619224409,0.709703326
-1.36949975,-4.987657855,10.58714714,0.858012855
-1.684548645,-4.567492086,10.04365988,0.623399436
-2.193047591,-4.003363491,10.06194689,0.618469834
-1.679433076,-4.067744456,10.55354334,0.845933318
-1.483575267,-3.948297972,9.763823907,0.827399433
-0.824388654,-4.465389233,6.979722266,0.912082851
-0.080201778,-4.52190848,7.405583642,0.842747629
-0.89908978,-4.170653215,6.177318747,0.784564257
-0.213152134,-4.041370916,5.342682577,0.708212793
-0.514570682,-3.775004721,7.179918364,0.682128489
-0.836525759,-4.49567992,8.268668366,0.811331093
-0.518818025,-4.654559811,10.80934814,0.840867281
-0.986698186,-4.335453329,10.24637997,0.804546058
-0.287323217,-4.187440837,8.678058952,0.736649036
-0.246098782,-3.806610986,9.315762141,0.79319936
-0.550745124,-3.776416223,9.998071674,0.734102845
-2.047363382,-3.630600519,6.069905996,0.577306747
-2.405907231,-3.398993737,6.718261784,0.725110948
-1.829056592,-3.172766102,5.617287136,0.789848864
-1.614481813,-3.504450849,6.882372502,0.775779307
-1.890496453,-3.060334392,6.350044421,0.75116396
-1.31324314,-3.019751817,7.921496986,0.729271173
-1.482280807,-2.809371191,7.178801022,0.785603106
-2.3063146,-3.456608475,8.979933604,0.736353338
-2.037081216,-3.630293888,8.305266388,0.595672131
-2.302302627,-3.63247833,10.70669097,0.728873253
-2.018106655,-3.373061395,9.897034078,0.779389262
-1.665024244,-3.418581461,9.265893944,0.709993243
-1.593310801,-3.36520918,10.80541057,0.695097029
-1.360525164,-3.260075853,9.798352112,0.567374706
-2.198173689,-2.698637768,8.22317931,0.872331917
-1.978200432,-2.779104338,9.41326778,0.786212146
-0.933229515,-3.732235523,5.496276312,0.818411171
-1.18781587,-3.413200808,6.21465746,0.868522704
-0.958904504,-3.284003584,7.087629113,0.686533689
-0.270799331,-3.548750609,5.862057139,0.789292753
-0.143090547,-3.168609654,6.773079412,0.701874673
-1.130904449,-2.949871306,5.602078521,0.710733056
-0.923049222,-2.641428364,6.243829823,0.792486072
-0.383237466,-2.723675835,5.606233021,0.90338558
-0.137343062,-2.571103643,6.365816821,0.779614687
-0.621650594,-2.662150251,6.952197716,0.77437222
-0.988912338,-3.668238117,9.236797608,0.776854098
-1.246871436,-3.181744316,8.734408757,0.753608942
-1.01843008,-3.661498917,10.47795788,0.633799076
-0.360648401,-3.451786838,8.603047546,0.780611515
-0.011628498,-3.189821034,9.128555618,0.617461205
-0.647862326,-3.035879188,9.141720699,0.718565643
-0.801018719,-2.716094051,9.816618727,0.73416692
-0.370564864,-2.775691,8.229120938,0.784387112
-0.13273036,-2.578859029,8.903794994,0.749893129
-4.832919136,-2.12364299,1.1384515,0.729619682
-4.448613808,-2.036006056,2.369327042,0.721520126
-4.05319098,-2.462736152,2.017149528,0.614304006
-4.837873818,-1.305115733,0.348604007,0.730778575
-4.601070975,-1.438437954,1.019848164,0.765136123
-4.458509027,-1.410429005,1.927752459,0.819251657
-4.286517815,-1.84248645,0.407026276,0.843748808
-3.819292069,-1.405204522,0.947662991,0.852785826
-4.881869787,-2.483303757,4.880636019,0.827319384
-4.167632423,-1.911205252,3.114537037,0.911625028
-4.285430208,-2.198922226,4.503509762,0.741781771
-4.952650951,-1.781916087,3.663664008,0.653400064
-4.022615307,-1.594149987,4.872804685,0.814667404
-4.282486377,-1.515091763,3.864450951,0.850616038
-3.472415512,-2.289940742,1.635644509,0.830537736
-3.654194809,-1.931630142,2.379397752,0.909108162
-2.743576167,-2.19526982,1.955588079,0.713564098
-3.344894812,-1.610743972,0.354874431,0.729041755
-3.710003843,-1.601794777,1.652418469,0.629412174
-3.181360993,-1.80121124,1.128317677,0.730858743
-2.529579799,-1.525482316,0.866792649,0.820180476
-3.148593901,-2.152129745,3.8951371,0.795461953
-3.045930843,-2.318440902,2.502828798,0.589919329
-3.249480739,-1.839752506,4.995087775,0.853141606
-3.718530735,-1.308557225,4.28405593,0.663688064
-2.705284652,-1.864165432,3.398900231,0.687614143
-4.995353723,-0.8257743,1.116931819,0.74823159
-4.508590779,-0.679335092,1.715192187,0.745640099
-4.274188596,-0.789856385,1.048474833,0.710826933
-4.285542344,-0.444464559,0.278003685,0.567029536
-3.856391425,-0.147862052,0.802084478,0.932089806
-4.125256308,-0.076099377,1.844438849,0.733029723
-4.908677117,-0.633696655,2.927818368,0.785559833
-4.448028202,-0.802077979,3.525776697,0.778139114
-4.322466199,-0.938432561,4.459531278,0.813866973
-4.615488886,-0.045874309,3.379833245,0.83288002
-4.747867463,-0.421422782,4.071631906,0.70388478
-4.636816049,-0.571072505,5.037669575,0.701582909
-3.863336173,-0.37120713,3.021693253,0.621384501
-3.891066603,-0.252284592,3.750945172,0.883686721
-4.209617334,-0.11160516,4.551779918,0.902615666
-3.521474425,-0.851893503,0.406978314,0.834024727
-3.606243482,-1.086402676,2.184191634,0.888736665
-3.225382497,-1.109825222,1.438910513,0.82787019
-2.845736131,-1.150181727,0.325787371,0.66721195
-3.13657009,-0.499652573,0.981086045,0.754463136
-2.856172952,-0.171514115,2.176466771,0.764623165
-3.405555609,-1.085404877,3.756634115,0.688611448
-3.305949278,-0.81038616,3.086249677,0.822813392
-3.244661908,-0.071799611,2.823668417,0.764189482
-3.264981883,-0.535411338,5.229942758,0.741592705
-2.645994247,-0.345396921,3.319639576,0.908163309
-2.627321136,-0.569447554,4.348572536,0.637263417
-3.110664204,-0.186730045,4.623433333,0.700658977
-4.726992123,-2.157222866,6.509529565,0.725373745
-4.548634297,-2.017557605,5.872171931,0.652474821
-3.897839631,-1.986874665,5.568734125,0.83955735
-4.952612742,-1.75652155,5.326305119,0.755155802
-4.387993375,-1.321590466,5.702736222,0.843097389
-4.886006056,-1.375007118,7.297904909,0.940415382
-3.932016518,-1.602581183,6.680337073,0.824862182
-4.014346661,-1.348369186,7.444246903,0.864233136
-4.746656436,-2.456206928,8.881647871,0.83895129
-4.947345037,-2.324986904,10.79304774,0.726152003
-4.403961855,-2.485609472,9.71894051,0.948162198
-4.398290055,-1.891006902,11.00449206,0.778761327
-4.131144014,-2.078801134,8.717895757,0.66162473
-3.777663047,-2.130380779,10.02858689,0.647201836
-4.791768421,-1.713078703,8.600888264,0.788096488
-4.934948615,-1.806417583,9.90572015,0.855408132
-4.90747377,-1.33514047,10.59041196,0.846048534
-4.155660416,-1.620416142,8.356460085,0.527856231
-4.277228822,-1.365586902,9.554611646,0.904702604
-4.246311086,-1.680916873,10.30234283,0.774260402
-2.80134113,-2.445858269,6.035210457,0.732174337
-3.104913186,-2.14761249,5.58259747,0.53443563
-2.97036655,-2.349169922,7.871849636,0.581072569
-2.971741848,-2.157090558,7.239115647,0.776751518
-3.558545065,-1.837499763,6.152230345,0.585563362
-3.391949401,-1.65170839,7.880979936,0.803603053
-3.331486227,-1.46880046,7.121590429,0.695059776
-3.082796844,-1.826365153,6.57248231,0.735156536
-2.716959147,-1.749311436,5.938419402,0.7370857
-2.660209398,-1.809240894,8.125956856,0.791583061
-3.549244356,-2.041803408,9.137564138,0.802687705
-3.265816946,-2.183912836,8.420625654,0.756833911
-2.76441639,-2.415107613,10.36792125,0.640341878
-3.11727841,-1.886161968,10.08331056,0.790586174
-3.614541393,-1.283476398,9.10633865,0.739136577
-2.993394061,-1.593977965,8.803977823,0.809978306
-3.108599554,-1.517794177,9.495255033,0.6551373
-4.261894323,-0.68998689,6.180139193,0.783024013
-3.869320008,-0.653767219,5.573824757,0.692050934
-4.651968927,-0.066666361,6.439236909,0.636540294
-4.805001654,-0.07559763,7.117741851,0.788501203
-4.115935,-0.129596859,5.798267259,0.54358834
-4.214969563,-0.379007371,7.907874752,0.7094087
-4.470566364,-0.863919352,10.15816498,0.742168427
-3.999632416,-1.030132021,8.175735256,0.78581965
-4.175289278,-1.094966026,10.76298443,0.727194726
-4.963389031,-0.469731616,9.087099736,0.745278299
-4.411350209,-0.552520777,8.58866508,0.766457796
-4.969047657,-0.51764104,10.56837115,0.761212111
-3.790071068,-0.550997862,8.923958855,0.639610708
-3.803958333,-0.461747198,10.38883997,0.904609382
-4.358064934,-0.27278069,9.726227835,0.786097944
-3.554309625,-1.187935626,5.288268946,0.717947185
-3.648067294,-1.164412452,6.052508001,0.797951162
-3.500658002,-0.667788695,7.188153609,0.657381415
-2.936256151,-1.033225095,5.704005697,0.824404836
-2.941905105,-1.122607198,6.460262648,0.745206773
-3.338615342,-0.537162917,6.027443155,0.638517559
-3.600988143,-0.03669091,7.637313726,0.80600071
-2.794548472,-0.292274851,5.686469684,0.679840565
-2.74179041,-0.023431738,6.425123074,0.911208034
-2.867845266,-0.482156999,8.024449582,0.788439035
-3.732249858,-0.734348671,9.606489221,0.790734053
-3.068701654,-0.756438167,8.792374748,0.907599807
-2.516101978,-1.046670076,10.81567896,0.635494173
-2.924280274,-0.810700905,9.643809594,0.87275517
-3.594471263,-0.411940045,8.289591106,0.752247155
-3.202596991,-0.081999478,9.919080087,0.802702129
-2.765190888,-0.059195956,9.228995052,0.873295546
-3.000503035,-0.260925305,10.69935731,0.88582623
-2.087430304,-2.148995741,0.981266306,0.750728488
-1.723995463,-2.126618914,0.347018024,0.707320929
-1.673087771,-2.361736868,1.662913731,0.719284415
-1.347135023,-2.370960755,2.378955869,0.88433516
-2.256475367,-1.398888036,2.041430529,0.697913647
-1.994398644,-1.351377651,1.39463801,0.747619092
-1.801362143,-1.556341451,0.790801205,0.63405174
-1.501429142,-1.539601424,0.282063402,0.578484237
-1.656421709,-1.672610677,1.920029505,0.678746879
-1.526243761,-1.857405543,1.257661512,0.657700896
-2.393776577,-2.361941224,3.804889818,0.795018554
-2.117056439,-2.489960056,4.568745885,0.848777771
-1.536510335,-2.105965633,3.184372099,0.710667312
-1.583827222,-2.142619431,3.98874276,0.907120883
-1.254849674,-2.020114631,4.78005891,0.844517469
-2.373726264,-1.872481902,2.607654947,0.829511523
-2.066372257,-1.437187685,3.205515655,0.788207293
-2.275787705,-1.637501572,3.874768128,0.698105693
-2.454358679,-1.795297885,4.843874197,0.820448339
-1.552480468,-1.609460663,2.636045307,0.809083641
-1.757148663,-1.403688436,5.134495922,0.916882575
-1.081784389,-1.982248735,1.745083924,0.723885834
-0.450878206,-2.217493621,0.594321939,0.758528769
-0.426252356,-2.047497196,2.147826253,0.852139056
-0.791191167,-1.574926555,0.360919172,0.730708778
-0.733497707,-1.808385702,1.146625055,0.746403694
-0.46912882,-2.496114125,3.82650649,0.726120472
-0.42288488,-2.460303267,4.803929617,0.841705084
-0.230518779,-2.005753252,4.252757221,0.688147664
-0.765383365,-1.634508073,2.740303111,0.778597891
-0.931569522,-1.272214351,3.366603211,0.733730376
-1.016470776,-1.283010785,4.081125441,0.738641143
-0.974152048,-1.25631012,4.847965936,0.830560148
-0.436071606,-1.579876496,3.767639622,0.722541332
-0.008249352,-1.797384154,2.798998448,0.798910618
-0.37407448,-1.409751467,5.207782973,0.642344236
-0.257852335,-1.289035447,4.443739798,0.831856489
-2.380583762,-0.733288857,1.043751034,0.879163682
-2.396318874,-0.759935701,2.26714148,0.715964377
-1.866013941,-0.943828447,0.410895909,0.85157758
-1.658225773,-0.956273845,2.167412732,0.843178928
-2.083829223,-0.094501478,2.037481181,0.852195382
-1.55339183,-0.043732331,1.423436757,0.808368504
-2.228808554,-0.98979973,4.648388221,0.698971331
-1.499383593,-0.92537246,3.655790979,0.757977605
-1.549254028,-0.917760913,4.413674395,0.771342516
-2.100408826,-0.35471821,2.747405946,0.701521397
-1.914556989,-0.257404253,3.800115694,0.888296247
-1.540867767,-0.132305704,3.102795004,0.733315051
-0.688637623,-1.126878387,0.876141488,0.681410968
-0.68555168,-0.652235695,0.359309058,0.739781022
-1.193502128,-1.205193439,1.47631306,0.914444149
-0.143987256,-1.149041945,0.365520099,0.762786567
-0.284854071,-1.03523983,1.652360245,0.797161043
-0.77476909,-0.420411229,1.263545519,0.966507196
-0.382729023,-0.105816546,0.642758315,0.650148094
-0.472874875,-0.319757265,1.96459741,0.595962226
-0.341925508,-0.985722214,2.96534866,0.835777521
-0.475543079,-0.83632327,3.803520644,0.812748194
-0.963900869,-0.547921831,3.292763094,0.74923414
-0.780139101,-0.47731772,2.592115711,0.733278334
-1.111779271,-0.397100351,4.035397435,0.790779948
-1.137683914,-0.470275126,4.891173104,0.816386044
-0.340285705,-0.22190829,3.097422858,0.7115345
-0.398946774,-0.028272448,3.851695089,0.861300707
-0.126576702,-0.513838841,4.434171008,0.733226061
-2.228512249,-2.164874603,5.939870372,0.564494848
-1.628298781,-2.472043271,5.942749374,0.801043868
-1.807276456,-2.129412842,5.361051789,0.615143359
-1.795545896,-2.254167052,6.832431959,0.687075078
-2.241089779,-1.286265809,5.73693055,0.699786663
-2.211833577,-1.474326085,6.499665402,0.895814836
-2.083333408,-1.413610612,7.814479583,0.75735873
-1.770636089,-1.753170982,5.888913329,0.690813065
-1.414076609,-1.410415289,6.417919476,0.752125561
-1.426963268,-1.861531402,7.128980854,0.564945638
-1.292920655,-1.71964187,8.089710731,0.961414456
-1.710080301,-1.271695806,7.121770768,0.762999356
-2.284401306,-2.068400804,8.825244076,0.907364368
-2.055877127,-2.456105721,10.49214538,0.662993848
-2.380694418,-1.929269721,10.20497845,0.656706274
-2.455912198,-2.069799044,10.87331901,0.732826948
-1.86927737,-2.158404369,9.386876991,0.534527004
-1.412045186,-1.890815087,8.96274156,0.854072809
-1.3128004,-2.324382321,10.51256555,0.853788972
-1.911660663,-1.292151034,8.601575418,0.905590832
-2.042544814,-1.494116557,9.441493914,0.873863459
-1.409700623,-1.559849642,10.41805395,0.608776093
-0.65075545,-1.998928479,5.383170442,0.717393935
-0.084417235,-2.036641283,7.254559043,0.864888251
-0.063925574,-2.165092414,8.002066806,0.690622449
-1.079249242,-1.766358817,5.883784283,0.718712509
-0.922128771,-1.253259184,7.042313362,0.848598003
-0.290099983,-1.456822491,5.931819264,0.862325788
-0.170068446,-1.389617342,6.748226771,0.817985654
-0.852403197,-2.428122984,8.837370399,0.734895408
-0.911196696,-2.057351705,9.953017344,0.657961547
-0.443186974,-2.032135484,9.340597394,0.815211058
-0.518367833,-2.476437933,10.47141249,0.796148241
-0.088788141,-1.898799647,10.45491171,0.678589046
-0.734330075,-1.765947144,8.761296751,0.618487418
-0.77136523,-1.742234988,10.58642199,0.794466734
-0.478364886,-1.471993414,8.195778611,0.78483665
-0.429118799,-1.627548872,9.954430693,0.68229419
-2.363052933,-0.715389295,6.16157126,0.812064528
-2.339992917,-0.747762496,7.419632632,0.898859322
-1.985828029,-0.761305496,6.75226181,0.64564991
-1.831909083,-0.717516714,5.590570155,0.764787793
-1.290966455,-1.071309622,7.635649473,0.649831474
-2.156305393,-0.125705025,5.802703529,0.680631518
-2.028459936,-0.010925548,6.998630918,0.956088006
-1.448616318,-0.392073392,6.573761817,0.712562144
-2.293490822,-0.772576663,9.127644772,0.800186276
-2.41799013,-1.232718488,10.05953598,0.697582901
-1.357380429,-0.662626134,9.533913949,0.696096361
-2.460750596,-0.40572509,8.58735059,0.588716447
-2.128430478,-0.111172472,8.191917276,0.636806548
-2.118371931,-0.020472985,8.889193131,0.621652246
-0.728573598,-0.815073313,5.533461624,0.897671223
-1.241279154,-0.628862624,8.084817617,0.656574607
-0.418095866,-0.730154456,6.934300413,0.669463098
-0.570134333,-0.772356622,7.705916868,0.935038686
-0.769852968,-0.229607081,6.204160914,0.910247445
-0.028832164,-0.600183471,5.990186917,0.861797512
-0.035668712,-0.31665644,7.302567768,0.724285662
-0.702934086,-0.845006551,8.65878356,0.75321877
-1.091610046,-0.667681012,10.14926021,0.583281994
-0.265375467,-0.908031315,9.306944483,0.833339274
-0.850822882,-0.396961561,9.180182924,0.694754183
-0.762876781,-0.212441278,8.307466799,0.724560559
-0.965202996,-0.413138896,10.6966491,0.662231505
-0.20039794,-0.259065175,8.822778988,0.839274883
-4.855731334,-4.728007523,13.18972823,0.779694915
-4.062881942,-4.893306093,11.54142379,0.77725023
-4.850802548,-3.968089033,11.91973207,0.733560562
-4.940338718,-4.157224635,12.6524483,0.808574557
-3.986190295,-4.337014711,12.15623392,0.921495378
-4.353342643,-4.020753321,11.2898531,0.781217575
-4.146591574,-3.901735315,13.49575703,0.719059467
-4.037900346,-3.814502273,12.73053627,0.663984716
-4.765044875,-4.890570087,14.00019018,0.772071898
-4.601064165,-4.671649424,15.23673346,0.845758677
-4.384846322,-4.933721401,16.21652865,0.88163352
-4.36816673,-4.983324749,14.58755668,0.69837898
-4.043744182,-4.580188659,14.09465765,0.745019913
-3.859547966,-4.446337708,14.86065741,0.890334606
-4.070515806,-4.400254053,15.71340255,0.711299896
-4.933825288,-3.984496465,13.94956133,0.875347733
-4.091141873,-3.814743085,16.05861474,0.694033325
-3.349983769,-4.989742307,12.43752884,0.767767668
-3.353396967,-4.900394294,13.21419606,0.828276992
-2.915434247,-4.843163616,11.82328042,0.803559661
